'CEST';'NCM/SH';'DESCRIÇÃO'
'17.044.14';'1101.00.10';'Farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg'
'17.044.15';'1101.00.10';'Farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 Kg'
'17.044.16';'1101.00.10';'Farinha de trigo doméstica especial, em embalagem igual a 5 Kg'
'17.044.17';'1101.00.10';'Farinha de trigo doméstica especial, em embalagem superior a 10 Kg'
'17.044.18';'1101.00.10';'Farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg'
'17.044.19';'1101.00.10';'Farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg'
'17.044.20';'1101.00.10';'Farinha de trigo doméstica com fermento, em embalagem igual a 5 Kg'
'17.044.21';'1101.00.10';'Farinha de trigo doméstica com fermento, em embalagem superior a 10 Kg'
'17.044.22';'1101.00.10';'Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg'
'17.044.23';'1101.00.10';'Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg'
'17.044.24';'1101.00.10';'Outras farinhas de trigo, em embalagem igual a 5 Kg'
'17.044.25';'1101.00.10';'Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg'
'17.044.26';'1101.00.10';'Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg'
'17.044.27';'1101.00.10';'Outras farinhas de trigo, em embalagem superior a 50 Kg'
'17.045.00';'1101.00.20';'Farinha de mistura de trigo com centeio (méteil)'
'17.046.00';'1901.20.00
1901.90.90';'Misturas e preparações para bolos, em embalagem inferior 5 kg'
'17.046.01';'1901.20.00
1901.90.90';'Misturas e preparações para bolos, em embalagem igual a 5 kg'
'17.046.02';'1901.20.00
1901.90.90';'Misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg'
'17.046.03';'1901.20.00
1901.90.90';'Misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg'
'17.046.04';'1901.20.00
1901.90.90';'Misturas e preparações para bolos, em embalagem superior a 50 Kg'
'17.046.05';'1901.20.00
1901.90.90';'Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg'
'17.046.06';'1901.20.00
1901.90.90';'Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg'
'17.046.07';'1901.20.00
1901.90.90';'Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg'
'17.046.08';'1901.20.00
1901.90.90';'Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg'
'17.046.09';'1901.20.00
1901.90.90';'Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg'
'17.046.10';'1901.20.00
1901.90.90';'Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg'
'17.046.11';'1901.20.00
1901.90.90';'Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg'
'17.046.12';'1901.20.00
1901.90.90';'Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg'
'17.046.13';'1901.20.00
1901.90.90';'Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg'
'17.046.14';'1901.20.00
1901.90.90';'Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg'
'17.047.00';'1902.30.00';'Massas alimentícias tipo instantânea'
'17.048.00';'1902';'Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02'
'17.048.01';'1902.40.00';'Cuscuz'
'17.048.02';'1902.20.00';'Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo)'
'17.049.00';'1902.1';'Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.03'
'17.049.01';'1902.1';'Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.04'
'17.049.02';'1902.1';'Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, exceto a descrita no CEST 17.049.05'
'17.049.03';'1902.19.00';'Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos'
'17.049.04';'1902.19.00';'Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos'
'17.049.05';'1902.19.00';'Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos'
'17.050.00';'1905.2';'Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma'
'17.051.00';'1905.20.90';'Bolo de forma, inclusive de especiarias'
'17.052.00';'1905.20.10';'Panetones'
'17.053.00';'1905.31.00';'Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos “cream cracker”, “água e sal”, “maisena”, “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)'
'17.053.01';'1905.31.00';'Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.053.02'
'17.053.02';'1905.31.00';'Biscoitos e bolachas derivados de farinha de trigo dos tipos "cream cracker" e "água e sal" de consumo popular'
'17.054.00';'1905.31.00';'Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)'
'17.054.01';'1905.31.00';'Biscoitos e bolachas não derivados de farinha de trigo dos tipos "maisena" e "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.054.02'
'17.054.02';'1905.31.00';'Biscoitos e bolachas não derivados de farinha de trigo dos tipos "cream cracker" e "água e sal" de consumo popular'
'17.056.00';'1905.90.20';'Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”'
'17.056.01';'1905.90.20';'Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”'
'17.056.02';'1905.90.20';'Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01'
'17.057.00';'1905.32.00';'“Waffles” e “wafers” - sem cobertura'
'17.058.00';'1905.32.00';'“Waffles” e “wafers” - com cobertura'
'17.059.00';'1905.40.00';'Torradas, pão torrado e produtos semelhantes torrados'
'17.060.00';'1905.90.10';'Outros pães de forma'
'17.062.00';'1905.90.90';'Outros pães, exceto o classificado no CEST 17.062.03'
'17.062.00';'1905.90.90';'Outros pães, exceto pão francês de até 200 g'
'17.062.00';'1905.90.90';'Outros pães e bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pão francês de até 200 g'
'17.062.01';'1905.90.90';'Outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas; exceto os classificados nos CEST 17.062.02 e 17.062.03'
'17.062.01';'1905.90.90';'Outros bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pães'
'17.062.02';'1905.90.20
1905.90.90';'Casquinhas para sorvete'
'17.062.03';'1905.90.90';'Pão francês até 200g'
'17.063.00';'1905.10.00';'Pão denominado knackebrot'
'17.064.00';'1905.9';'Demais pães industrializados'
'17.065.00';'1507.90.11';'Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.066.00';'1508';'Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.067.00';'1509';'Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros'
'17.067.01';'1509';'Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros'
'17.067.02';'1509';'Azeites de oliva, em recipientes com capacidade superior a 5 litros'
'17.068.00';'1510.00.00';'Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.069.00';'1512.19.11';'Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.069.00';'1512.19.11
1512.29.10';'Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.069.01';'1512.29.10';'Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.070.00';'1514.1';'Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.071.00';'1515.19.00';'Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.072.00';'1515.29.10';'Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.073.00';'1512.29.90';'Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.074.00';'1517.90.10';'Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros'
'17.075.00';'1511
1513
1514
1515
1516
1518';'Outros óleos vegetais comestíveis não especificados anteriormente'
'17.076.00';'1601.00.00';'Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela'
'17.077.00';'1601.00.00';'Salsicha e linguiça, exceto as descritas nos CEST 17.077.01'
'17.077.00';'1601.00.00';'Salsicha e linguiça'
'17.077.01';'1601.00.00';'Salsicha em lata'
'17.078.00';'1601.00.00';'Mortadela'
'17.079.00';'16.02';'Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07'
'17.079.00';'1602';'Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06'
'17.079.01';'1602.31.00';'Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.'
'17.079.02';'1602.32.10';'Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas'
'17.079.03';'1602.32.20';'Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas'
'17.079.04';'1602.41.00';'Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços'
'17.079.05';'1602.49.00';'Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07'
'17.079.05';'1602.49.00';'Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas'
'17.079.06';'1602.50.00';'Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina'
'17.079.07';'1602.49.00';'Apresuntado'
'17.080.00';'1604';'Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00'
'17.080.01';'1604.20.10';'Outras preparações e conservas de atuns'
'17.081.00';'1604';'Sardinha em conserva'
'17.082.00';'1605';'Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas'
'17.083.00';'0210.20.00
0210.99.00
1502';'Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação'
'17.084.00';'0201
0202
0204
0206';'Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados'
'17.085.00';'204';'Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas'
'17.086.00';'0210.99.00
1502.10.19
1502.90.00';'Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos'
'17.087.00';'0207
0209
0210.99.00
1501';'Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02'
'17.087.00';'0207
0209
0210.99.00
1501';'Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves'
'17.087.01';'0203
0206
0209
0210.1
0210.99.00
1501';'Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos'
'17.087.02';'0207.1
0207.2';'Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas'
'17.088.00';'710';'Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.088.01';'710';'Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg'
'17.089.00';'811';'Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.089.01';'811';'Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg'
'17.090.00';'2001';'Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.090.01';'2001';'Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg'
'17.091.00';'2004';'Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.091.01';'2004';'Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg'
'17.092.00';'2005';'Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.092.01';'2005';'Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg'
'17.093.00';'2006.00.00';'Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg'
'17.093.01';'2006.00.00';'Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg'
'17.094.00';'2007';'Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g'
'17.094.01';'2007';'Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg'
'17.095.00';'2008';'Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg'
'17.095.01';'2008';'Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg'
'17.096.00';'901';'Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05'
'17.096.00';'901';'Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados no CEST 17.096.04'
'17.096.01';'901';'Café torrado e moído, em embalagens de conteúdo superior a 2 kg'
'17.096.02';'901';'Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg'
'17.096.03';'901';'Café torrado em grão, em embalagens de conteúdo superior a 2 kg'
'17.096.04';'901';'Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05'
'17.096.04';'901';'Café torrado e moído, em cápsulas'
'17.096.05';'901';'Café descafeinado torrado e moído, em cápsulas'
'17.097.00';'0902
1211.90.90
2106.90.90';'Chá, mesmo aromatizado'
'17.098.00';'903';'Mate'
'17.099.00';'1701.1
1701.99.00';'Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.099.01';'1701.1
1701.99.00';'Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.099.02';'1701.1
1701.99.00';'Açúcar refinado, em embalagens de conteúdo superior a 5 kg'
'17.100.00';' 
1701.91.00';'Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.100.01';'1701.91.00';'Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.100.02';'1701.91.00';'Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg'
'17.101.00';'1701.1
1701.99.00';'Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.101.01';'1701.1
1701.99.00';'Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.101.02';'1701.1
1701.99.00';'Açúcar cristal, em embalagens de conteúdo superior a 5 kg'
'17.102.00';'1701.91.00';'Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.102.01';'1701.91.00';'Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.102.02';'1701.91';'Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg'
'17.103.00';'1701.1
1701.99.00';'Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.103.01';'1701.1
1701.99.00';'Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.103.02';'1701.1
1701.99.00';'Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg'
'17.104.00';'1701.91.00';'Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.104.01';'1701.91.00';'Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.104.02';'1701.91.00';'Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg'
'17.105.00';'1702';'Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g'
'17.105.01';'1702';'Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg'
'17.105.02';'1702';'Outros açúcares, em embalagens de conteúdo superior a 5 kg'
'17.106.00';'2008.19.00';'Milho para pipoca (micro-ondas)'
'17.107.00';'2101.1';'Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01'
'17.107.01';'2101.1';'Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas'
'17.108.00';'2101.2';'Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01'
'17.108.01';'2101.2';'Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas'
'17.109.00';'1901.90.90
2101.11.90
2101.12.00';'Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g'
'17.110.00';'2202.10.00';'Refrescos e outras bebidas prontas para beber, à base de chá e mate'
'17.110.00';'2202.10.00';'Refrescos e outras bebidas prontas para beber à base de chá e mate'
'17.111.00';'2202.10.00';'Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00'
'17.112.00';'2202.99.00';'Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos'
'17.113.00';'2101.20
2202.99.00';'Bebidas prontas à base de mate ou chá'
'17.114.00';'2202.99.00';'Bebidas prontas à base de café'
'17.115.00';'2202.99.00';'Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas'
;;
'19.001.00';'3213.10.00';'Tinta guache'
'19.002.00';'3916.20.00';'Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914'
'19.003.00';'3916.10.00
3916.90';'Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914'
'19.004.00';'3926.10.00';'Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos'
'19.005.00';'4202.1
4202.9';'Maletas e pastas para documentos e de estudante, e artefatos semelhantes'
'19.005.01';'4202.1
4202.9';'Baús, malas e maletas para viagem'
'19.006.00';'3926.90.90';'Prancheta de plástico'
'19.007.00';'4802.20.90
4811.90.90';'Bobina para fax'
'19.008.00';'4802.54.9';'Papel seda'
'19.009.00';'4802.54.99
4802.57.99
4816.20.00';'Bobina para máquina de calcular, PDV ou equipamentos similares'
'19.010.00';'4802.56.9
4802.57.9
4802.58.9';'Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico'
'19.011.00';'3703.10.10
3703.10.29
3703.20.00
3703.90.10
3704.00.00
4802.20.00';'Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela'
'19.012.00';'4810.13.90';'Papel almaço'
'19.013.00';'4816.90.10';'Papel hectográfico'
'19.014.00';'3920.20.19';'Papel celofane e tipo celofane'
'19.015.00';'4806.20.00';'Papel impermeável'
'19.016.00';'4808.10.00';'Papel crepon'
'19.017.00';'4810.22.90';'Papel fantasia'
'19.018.00';'4809
4816';'Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas'
'19.019.00';'4817';'Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência'
'19.020.00';'4820.10.00';'Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes'
'19.021.00';'4820.20.00';'Cadernos'
'19.022.00';'4820.30.00';'Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos'
'19.023.00';'4820.40.00';'Formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono'
'19.024.00';'4820.50.00';'Álbuns para amostras ou para coleções'
'19.025.00';'4820.90.00';'Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão'
'19.026.00';'4909.00.00';'Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)'
'19.027.00';'9608.10.00';'Canetas esferográficas'
'19.028.00';'9608.20.00';'Canetas e marcadores, com ponta de feltro ou com outras pontas porosas'
'19.029.00';'9608.30.00';'Canetas tinteiro'
'19.030.00';'9608';'Outras canetas; sortidos de canetas'
'19.031.00';'4802.56';'Papel cortado “cutsize” (tipo A3, A4, ofício I e II, carta e outros)'
'19.032.00';'5210.59.90';'Papel camurça'
'19.033.00';'7607.11.90';'Papel laminado e papel espelho'
'20.001.00';'1211.90.90';'Henna (embalagens de conteúdo inferior ou igual a 200 g)'
'20.001.01';'1211.90.90';'Henna (embalagens de conteúdo superior a 200 g)'
'20.002.00';'2712.10.00';'Vaselina'
'20.003.00';'2814.20.00';'Amoníaco em solução aquosa (amônia)'
'20.004.00';'2847.00.00';'Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml'
'20.005.00';'3006.70.00';'Lubrificação íntima'
'20.006.00';'3301';'Óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos”; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml'
'20.007.00';'3303.00.10';'Perfumes (extratos)'
'20.008.00';'3303.00.20';'Águas-de-colônia'
'20.009.00';'3304.10.00';'Produtos de maquilagem para os lábios'
'20.010.00';'3304.20.10';'Sombra, delineador, lápis para sobrancelhas e rímel'
'20.011.00';'3304.20.90';'Outros produtos de maquilagem para os olhos'
